database,schema,table,column,data_type,full_type,n_rows,n_nonnull,n_distinct,agg
ANALYTICS,MESH_DEV,STG_ORDERS,ORDERED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,899,899,22,2016-09-01 00:00:00.000..2016-09-22 00:00:00.000
ANALYTICS,MESH_DEV,STG_ORDER_ITEMS,ORDER_ITEM_ID,TEXT,TEXT(16777216),899,899,899,000fc90f-4579-4aae-985d-4fa41b382fcd..ff979d54-6fd6-4988-a115-07bf04047d36
ANALYTICS,MESH_DEV,STG_ORDER_ITEMS,ORDER_ID,TEXT,TEXT(16777216),899,899,507,008cc165-663f-40fb-94d9-2029e8542983..ff826aa0-6067-427d-ae60-46ca200acac1
ANALYTICS,MESH_DEV,STG_ORDER_ITEMS,PRODUCT_ID,TEXT,TEXT(16777216),899,899,10,BEV-001..JAF-005
ANALYTICS,MESH_DEV,STG_PRODUCTS,PRODUCT_ID,TEXT,TEXT(16777216),10,10,10,BEV-001..JAF-005
ANALYTICS,MESH_DEV,STG_PRODUCTS,PRODUCT_NAME,TEXT,TEXT(16777216),10,10,10,adele-ade..vanilla ice
ANALYTICS,MESH_DEV,STG_PRODUCTS,PRODUCT_TYPE,TEXT,TEXT(16777216),10,10,2,beverage..jaffle
ANALYTICS,MESH_DEV,STG_PRODUCTS,PRODUCT_DESCRIPTION,TEXT,TEXT(16777216),10,10,10,"a kiwi and lime agua fresca, hello from the other side of thirst..pulled pork and pineapple al pastor marinated in ghost pepper sauce,             kevin parker's favorite! "
ANALYTICS,MESH_DEV,STG_PRODUCTS,PRODUCT_PRICE,NUMBER,"NUMBER(38,6)",10,10,7,88.000000
ANALYTICS,MESH_DEV,STG_PRODUCTS,IS_FOOD_ITEM,BOOLEAN,BOOLEAN,10,10,2,false..true
ANALYTICS,MESH_DEV,STG_PRODUCTS,IS_DRINK_ITEM,BOOLEAN,BOOLEAN,10,10,2,false..true
ANALYTICS,MESH_DEV,STG_SUPPLIES,SUPPLY_UUID,TEXT,TEXT(32),65,65,65,05fe2680712d4bd8f86f48bd4c23d5bf..f999f86c69f9ef6b66dd8f035bb99ff4
ANALYTICS,MESH_DEV,STG_SUPPLIES,SUPPLY_ID,TEXT,TEXT(16777216),65,65,29,SUP-001..SUP-029
ANALYTICS,MESH_DEV,STG_SUPPLIES,PRODUCT_ID,TEXT,TEXT(16777216),65,65,10,BEV-001..JAF-005
ANALYTICS,MESH_DEV,STG_SUPPLIES,SUPPLY_NAME,TEXT,TEXT(16777216),65,65,29,16oz compostable clear cup..whey protein
ANALYTICS,MESH_DEV,STG_SUPPLIES,SUPPLY_COST,NUMBER,"NUMBER(38,6)",65,65,18,18.760000
ANALYTICS,MESH_DEV,STG_SUPPLIES,IS_PERISHABLE_SUPPLY,BOOLEAN,BOOLEAN,65,65,2,false..true
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,CUSTOMER_ID,NUMBER,"NUMBER(38,0)",104,104,63,5096
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,ORDER_ID,NUMBER,"NUMBER(38,0)",104,104,104,5460
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,ORDER_PLACED_AT,DATE,DATE,104,104,70,2018-01-01..2025-02-15
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,ORDER_STATUS,TEXT,TEXT(16777216),104,104,5,completed..shipped
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,TOTAL_AMOUNT_PAID,NUMBER,"NUMBER(38,6)",104,100,32,1696.000000
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,PAYMENT_FINALIZED_DATE,DATE,DATE,104,100,70,2018-01-02..2026-08-22
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,CUSTOMER_FIRST_NAME,TEXT,TEXT(16777216),104,104,56,Aaron..Willie
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,CUSTOMER_LAST_NAME,TEXT,TEXT(16777216),104,104,18,A...W.
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,TRANSACTION_SEQ,NUMBER,"NUMBER(18,0)",104,104,104,5460
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,CUSTOMER_SALES_SEQ,NUMBER,"NUMBER(18,0)",104,104,5,161
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,NVSR,TEXT,TEXT(6),104,104,2,new..return
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,RUNNING_CLV,NUMBER,"NUMBER(38,6)",104,104,46,2570.000000
ANALYTICS,PROD,CUSTOMER_ORDERS_LEGACY,FDOS,DATE,DATE,104,104,47,2018-01-01..2025-02-15
ANALYTICS,PROD,DATE_SPINE,DATE_DAY,DATE,DATE,365,365,365,2024-01-01..2024-12-30
ANALYTICS,PROD,DIM_CUSTOMERS,CUSTOMER_ID,NUMBER,"NUMBER(38,0)",100,100,100,5050
ANALYTICS,PROD,DIM_CUSTOMERS,CUSTOMER_FIRST_NAME,TEXT,TEXT(16777216),100,100,79,Aaron..Willie
ANALYTICS,PROD,DIM_CUSTOMERS,CUSTOMER_LAST_NAME,TEXT,TEXT(16777216),100,100,19,A...W.
ANALYTICS,PROD,DIM_CUSTOMERS,FIRST_ORDER_DATE,DATE,DATE,100,63,47,2018-01-01..2025-02-15
ANALYTICS,PROD,DIM_CUSTOMERS,MOST_RECENT_ORDER_DATE,DATE,DATE,100,63,51,2018-01-09..2025-02-15
ANALYTICS,PROD,DIM_CUSTOMERS,NUMBER_OF_ORDERS,NUMBER,"NUMBER(18,0)",100,100,6,104
ANALYTICS,PROD,DIM_CUSTOMERS,LIFETIME_VALUE,NUMBER,"NUMBER(38,2)",100,100,38,1696.00
ANALYTICS,PROD,EMPLOYEES,EMPLOYEE_ID,NUMBER,"NUMBER(38,0)",4,4,4,9355
ANALYTICS,PROD,EMPLOYEES,EMAIL,TEXT,TEXT(16777216),4,4,4,frank@jaffleshop.com..sarah@jaffleshop.com
ANALYTICS,PROD,EMPLOYEES,CUSTOMER_ID,NUMBER,"NUMBER(38,0)",4,4,4,24
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,ORDER_ID,NUMBER,"NUMBER(38,0)",104,104,104,5460
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,CUSTOMER_ID,NUMBER,"NUMBER(38,0)",104,104,63,5096
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,ORDER_PLACED_AT,DATE,DATE,104,104,70,2018-01-01..2025-02-15
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,ORDER_STATUS,TEXT,TEXT(16777216),104,104,5,completed..shipped
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,TOTAL_AMOUNT_PAID,NUMBER,"NUMBER(38,2)",104,100,32,1696.00
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,PAYMENT_FINALIZED_DATE,DATE,DATE,104,100,70,2018-01-02..2026-08-22
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,CUSTOMER_FIRST_NAME,TEXT,TEXT(16777216),104,104,56,Aaron..Willie
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,CUSTOMER_LAST_NAME,TEXT,TEXT(16777216),104,104,18,A...W.
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,TRANSACTION_SEQ,NUMBER,"NUMBER(18,0)",104,104,104,5460
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,CUSTOMER_SALES_SEQ,NUMBER,"NUMBER(18,0)",104,104,5,161
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,NVSR,TEXT,TEXT(6),104,104,2,new..return
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,RUNNING_CLV,NUMBER,"NUMBER(38,2)",104,104,46,2570.00
ANALYTICS,PROD,FCT_CUSTOMER_ORDERS,FDOS,DATE,DATE,104,104,47,2018-01-01..2025-02-15
ANALYTICS,PROD,FCT_ORDERS,ORDER_ID,NUMBER,"NUMBER(38,0)",104,104,104,5460
ANALYTICS,PROD,FCT_ORDERS,CUSTOMER_ID,NUMBER,"NUMBER(38,0)",104,104,63,5096
ANALYTICS,PROD,FCT_ORDERS,ORDER_PLACED_AT,DATE,DATE,104,104,70,2018-01-01..2025-02-15
ANALYTICS,PROD,FCT_ORDERS,ORDER_STATUS,TEXT,TEXT(16777216),104,104,5,completed..shipped
ANALYTICS,PROD,FCT_ORDERS,TOTAL_ORDER_AMOUNT,NUMBER,"NUMBER(38,2)",104,100,32,1696.00
ANALYTICS,PROD,FCT_ORDERS,PAYMENT_FINALIZED_DATE,DATE,DATE,104,100,70,2018-01-02..2026-08-22
ANALYTICS,PROD,FCT_ORDERS,TRANSACTION_SEQ,NUMBER,"NUMBER(18,0)",104,104,104,5460
ANALYTICS,PROD,FCT_ORDERS,CUSTOMER_SALES_SEQ,NUMBER,"NUMBER(18,0)",104,104,5,161
ANALYTICS,PROD,FCT_ORDERS,NVSR,TEXT,TEXT(6),104,104,2,new..return
ANALYTICS,PROD,FCT_ORDERS,FDOS,DATE,DATE,104,104,47,2018-01-01..2025-02-15
ANALYTICS,PROD,FCT_ORDERS,RUNNING_CLV,NUMBER,"NUMBER(38,2)",104,104,46,2570.00
ANALYTICS,PROD,INT_ORDERS__PIVOTED,ORDER_ID,NUMBER,"NUMBER(38,0)",100,100,100,5050
ANALYTICS,PROD,INT_ORDERS__PIVOTED,CREDIT_CARD_AMOUNT,NUMBER,"NUMBER(38,2)",100,52,26,914.00
ANALYTICS,PROD,INT_ORDERS__PIVOTED,COUPON_AMOUNT,NUMBER,"NUMBER(38,2)",100,13,11,184.00
ANALYTICS,PROD,INT_ORDERS__PIVOTED,BANK_TRANSFER_AMOUNT,NUMBER,"NUMBER(38,2)",100,33,19,416.00
ANALYTICS,PROD,INT_ORDERS__PIVOTED,GIFT_CARD_AMOUNT,NUMBER,"NUMBER(38,2)",100,11,10,182.00
ANALYTICS,PROD,INT_ORDER_PAYMENTS,ORDER_ID,NUMBER,"NUMBER(38,0)",100,100,100,5050
ANALYTICS,PROD,INT_ORDER_PAYMENTS,PAYMENT_FINALIZED_DATE,DATE,DATE,100,100,70,2018-01-02..2026-08-22
ANALYTICS,PROD,INT_ORDER_PAYMENTS,TOTAL_ORDER_AMOUNT,NUMBER,"NUMBER(38,2)",100,100,32,1696.00
ANALYTICS,PROD,INT_ORDER_PAYMENTS,_BATCHED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,100,100,4,2026-08-02 01:25:18.071..2026-08-22 03:32:57.297
ANALYTICS,PROD,IS_HOLIDAY_2024,DATE_DAY,DATE,DATE,365,365,365,2024-01-01..2024-12-30
ANALYTICS,PROD,IS_HOLIDAY_2024,IS_HOLIDAY,BOOLEAN,BOOLEAN,365,365,2,false..true
ANALYTICS,PROD,STG_JAFFLE_SHOP_CUSTOMERS,CUSTOMER_ID,NUMBER,"NUMBER(38,0)",100,100,100,5050
ANALYTICS,PROD,STG_JAFFLE_SHOP_CUSTOMERS,CUSTOMER_FIRST_NAME,TEXT,TEXT(16777216),100,100,79,Aaron..Willie
ANALYTICS,PROD,STG_JAFFLE_SHOP_CUSTOMERS,CUSTOMER_LAST_NAME,TEXT,TEXT(16777216),100,100,19,A...W.
ANALYTICS,PROD,STG_JAFFLE_SHOP_ORDERS,ORDER_ID,NUMBER,"NUMBER(38,0)",104,104,104,5460
ANALYTICS,PROD,STG_JAFFLE_SHOP_ORDERS,CUSTOMER_ID,NUMBER,"NUMBER(38,0)",104,104,63,5096
ANALYTICS,PROD,STG_JAFFLE_SHOP_ORDERS,ORDER_PLACED_AT,DATE,DATE,104,104,70,2018-01-01..2025-02-15
ANALYTICS,PROD,STG_JAFFLE_SHOP_ORDERS,ORDER_STATUS,TEXT,TEXT(16777216),104,104,5,completed..shipped
ANALYTICS,PROD,STG_JAFFLE_SHOP_ORDERS,_ETL_LOADED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,104,104,3,2026-08-02 01:25:11.485..2026-08-20 07:37:03.562
ANALYTICS,PROD,STG_STRIPE_PAYMENT,ORDER_ID,NUMBER,"NUMBER(38,0)",122,122,100,6035
ANALYTICS,PROD,STG_STRIPE_PAYMENT,PAYMENT_ID,NUMBER,"NUMBER(38,0)",122,122,122,9263
ANALYTICS,PROD,STG_STRIPE_PAYMENT,PAYMENT_METHOD,TEXT,TEXT(16777216),122,122,4,bank_transfer..gift_card
ANALYTICS,PROD,STG_STRIPE_PAYMENT,PAYMENT_STATUS,TEXT,TEXT(16777216),122,122,2,fail..success
ANALYTICS,PROD,STG_STRIPE_PAYMENT,PAYMENT_AMOUNT,NUMBER,"NUMBER(38,2)",122,122,30,1803.00
ANALYTICS,PROD,STG_STRIPE_PAYMENT,PAYMENT_CREATED_AT,DATE,DATE,122,122,71,2018-01-01..2026-08-22
ANALYTICS,PROD,STG_STRIPE_PAYMENT,_BATCHED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,122,122,4,2026-08-02 01:25:18.071..2026-08-22 03:32:57.297
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,ID,NUMBER,"NUMBER(38,0)",104,104,104,5460
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,USER_ID,NUMBER,"NUMBER(38,0)",104,104,63,5096
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,ORDER_DATE,DATE,DATE,104,104,70,2018-01-01..2025-02-15
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,STATUS,TEXT,TEXT(16777216),104,104,5,completed..shipped
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,_ETL_LOADED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,104,104,3,2026-08-02 01:25:11.485..2026-08-20 07:37:03.562
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,DBT_SCD_ID,TEXT,TEXT(32),104,104,104,033e4cdeee7ab2eb56c7fe431f9bd163..ff89b75a5e502ed3562972d3823cc0af
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,DBT_UPDATED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,104,104,1,2026-08-21 12:00:12.958..2026-08-21 12:00:12.958
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,DBT_VALID_FROM,TIMESTAMP_NTZ,TIMESTAMP_NTZ,104,104,1,2026-08-21 12:00:12.958..2026-08-21 12:00:12.958
ANALYTICS,PROD_SNAPSHOTS,ORDERS_SNAPSHOT,DBT_VALID_TO,TIMESTAMP_NTZ,TIMESTAMP_NTZ,104,104,1,9999-12-31 00:00:00.000..9999-12-31 00:00:00.000
RAW,JAFFLE_SHOP,CUSTOMERS,ID,NUMBER,"NUMBER(38,0)",100,100,100,5050
RAW,JAFFLE_SHOP,CUSTOMERS,FIRST_NAME,TEXT,TEXT(16777216),100,100,79,Aaron..Willie
RAW,JAFFLE_SHOP,CUSTOMERS,LAST_NAME,TEXT,TEXT(16777216),100,100,19,A...W.
RAW,JAFFLE_SHOP,ORDERS,ID,NUMBER,"NUMBER(38,0)",104,104,104,5460
RAW,JAFFLE_SHOP,ORDERS,USER_ID,NUMBER,"NUMBER(38,0)",104,104,63,5096
RAW,JAFFLE_SHOP,ORDERS,ORDER_DATE,DATE,DATE,104,104,70,2018-01-01..2025-02-15
RAW,JAFFLE_SHOP,ORDERS,STATUS,TEXT,TEXT(16777216),104,104,5,completed..shipped
RAW,JAFFLE_SHOP,ORDERS,_ETL_LOADED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,104,104,3,2026-08-02 01:25:11.485..2026-08-20 07:37:03.562
RAW,STRIPE,PAYMENT,ID,NUMBER,"NUMBER(38,0)",122,122,122,9263
RAW,STRIPE,PAYMENT,ORDERID,NUMBER,"NUMBER(38,0)",122,122,100,6035
RAW,STRIPE,PAYMENT,PAYMENTMETHOD,TEXT,TEXT(16777216),122,122,4,bank_transfer..gift_card
RAW,STRIPE,PAYMENT,STATUS,TEXT,TEXT(16777216),122,122,2,fail..success
RAW,STRIPE,PAYMENT,AMOUNT,NUMBER,"NUMBER(38,0)",122,122,30,180300
RAW,STRIPE,PAYMENT,CREATED,DATE,DATE,122,122,71,2018-01-01..2026-08-22
RAW,STRIPE,PAYMENT,_BATCHED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,122,122,4,2026-08-02 01:25:18.071..2026-08-22 03:32:57.297
RAW_MESH,JAFFLE_SHOP,CUSTOMERS,ID,TEXT,TEXT(16777216),939,939,939,00478f33-7c2c-410f-bd43-d79f821cd194..fee841f2-7082-4658-8935-d8600b309146
RAW_MESH,JAFFLE_SHOP,CUSTOMERS,NAME,TEXT,TEXT(16777216),939,939,926,Aaron Gardner..Wyatt Hickman
RAW_MESH,JAFFLE_SHOP,ITEMS,ID,TEXT,TEXT(16777216),899,899,899,000fc90f-4579-4aae-985d-4fa41b382fcd..ff979d54-6fd6-4988-a115-07bf04047d36
RAW_MESH,JAFFLE_SHOP,ITEMS,ORDER_ID,TEXT,TEXT(16777216),899,899,507,008cc165-663f-40fb-94d9-2029e8542983..ff826aa0-6067-427d-ae60-46ca200acac1
RAW_MESH,JAFFLE_SHOP,ITEMS,SKU,TEXT,TEXT(16777216),899,899,10,BEV-001..JAF-005
RAW_MESH,JAFFLE_SHOP,ORDERS,ID,TEXT,TEXT(16777216),899,899,899,008cc165-663f-40fb-94d9-2029e8542983..fff5688c-7203-48e3-babf-777c6c169aa3
RAW_MESH,JAFFLE_SHOP,ORDERS,CUSTOMER,TEXT,TEXT(16777216),899,899,146,026f0a0c-400a-4482-a51f-c8bd57fb07df..fd560bc8-60b7-4dbf-93e1-6eba6934f599
RAW_MESH,JAFFLE_SHOP,ORDERS,ORDERED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,899,899,839,2016-09-01 07:00:00.000..2016-09-22 19:28:00.000
RAW_MESH,JAFFLE_SHOP,ORDERS,STORE_ID,TEXT,TEXT(16777216),899,899,1,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4..7f790ed7-0fc4-4de2-a1b0-cce72e657fc4
RAW_MESH,JAFFLE_SHOP,ORDERS,SUBTOTAL,NUMBER,"NUMBER(38,0)",899,899,60,1137000
RAW_MESH,JAFFLE_SHOP,ORDERS,TAX_PAID,NUMBER,"NUMBER(38,0)",899,899,60,68153
RAW_MESH,JAFFLE_SHOP,ORDERS,ORDER_TOTAL,NUMBER,"NUMBER(38,0)",899,899,60,1205181
RAW_MESH,JAFFLE_SHOP,PRODUCTS,SKU,TEXT,TEXT(16777216),10,10,10,BEV-001..JAF-005
RAW_MESH,JAFFLE_SHOP,PRODUCTS,NAME,TEXT,TEXT(16777216),10,10,10,adele-ade..vanilla ice
RAW_MESH,JAFFLE_SHOP,PRODUCTS,TYPE,TEXT,TEXT(16777216),10,10,2,beverage..jaffle
RAW_MESH,JAFFLE_SHOP,PRODUCTS,PRICE,NUMBER,"NUMBER(38,0)",10,10,7,8800
RAW_MESH,JAFFLE_SHOP,PRODUCTS,DESCRIPTION,TEXT,TEXT(16777216),10,10,10,"a kiwi and lime agua fresca, hello from the other side of thirst..pulled pork and pineapple al pastor marinated in ghost pepper sauce,             kevin parker's favorite! "
RAW_MESH,JAFFLE_SHOP,STORES,ID,TEXT,TEXT(16777216),5,5,5,08d44615-06d3-4086-a5d7-21395a1d975e..f6f2bd97-becb-4e1c-a611-20c7cf579841
RAW_MESH,JAFFLE_SHOP,STORES,NAME,TEXT,TEXT(16777216),5,5,5,Brooklyn..San Francisco
RAW_MESH,JAFFLE_SHOP,STORES,OPENED_AT,TIMESTAMP_NTZ,TIMESTAMP_NTZ,5,5,5,2016-09-01 00:00:00.000..2019-03-10 00:00:00.000
RAW_MESH,JAFFLE_SHOP,STORES,TAX_RATE,NUMBER,"NUMBER(38,4)",5,5,4,0.2775
RAW_MESH,JAFFLE_SHOP,SUPPLIES,ID,TEXT,TEXT(16777216),65,65,29,SUP-001..SUP-029
RAW_MESH,JAFFLE_SHOP,SUPPLIES,NAME,TEXT,TEXT(16777216),65,65,29,16oz compostable clear cup..whey protein
RAW_MESH,JAFFLE_SHOP,SUPPLIES,COST,NUMBER,"NUMBER(38,0)",65,65,18,1876
RAW_MESH,JAFFLE_SHOP,SUPPLIES,PERISHABLE,BOOLEAN,BOOLEAN,65,65,2,false..true
RAW_MESH,JAFFLE_SHOP,SUPPLIES,SKU,TEXT,TEXT(16777216),65,65,10,BEV-001..JAF-005
